CodeTellus,Sessions,Visiteurs
25311693,3,2
25312003,3,2
25313055,3,3
25318494,3,3
25318623,3,3
25358728,3,3
25362657,3,3
25365283,3,3
25365887,3,3
25378023,3,3
25381863,3,3
25382594,3,3
25382709,3,3
25383232,3,3
25384697,3,3
25387841,3,3
25389920,3,3
25395969,3,3
25397253,3,3
25397314,3,2
25398687,3,2
25398786,3,3
25398793,3,3
25398816,3,3
25399158,3,2
25399943,3,3
25399967,3,3
25400120,3,2
25400434,3,3
25401707,3,3
25401714,3,3
25402353,3,3
25402735,3,3
25403695,3,2
25405330,3,3
25406245,3,3
25408713,3,3
25408720,3,2
25409888,3,3
25421842,3,2
25421897,3,3
25438291,3,3
25468267,3,3
25489422,3,3
25510348,3,3
25511307,3,3
25549263,3,3
25549669,3,3
25549850,3,3
25550559,3,3
25550597,3,3
25550788,3,3
25551266,3,2
25552485,3,3
25552522,3,3
25552720,3,3
25552737,3,3
25553550,3,3
25573213,3,3
25573473,3,3
25576016,3,3
25576115,3,3
25577099,3,3
25577129,3,3
25577648,3,2
25593983,3,3
25594072,3,3
25624250,3,3
25659061,3,3
25659818,3,3
25659924,3,3
25660135,3,3
25660678,3,2
25660685,3,3
25660708,3,3
25661323,3,3
25661873,3,3
25662191,3,3
25663013,3,3
25663280,3,3
25663556,3,3
25667813,3,3
25675771,3,3
25682021,3,3
25684438,3,3
25685657,3,3
25686159,3,3
25686173,3,3
25686500,3,3
25693621,3,3
25704013,3,3
25704143,3,3
25704433,3,2
25706048,3,3
25714173,3,3
25716764,3,3
25717228,3,3
25717624,3,3
25719437,3,3
25721980,3,3
25722468,3,3
25723656,3,3
25724646,3,3
25725681,3,2
25730524,3,3
25733990,3,3
25734409,3,3
25735925,3,3
25736953,3,3
25737462,3,3
25744729,3,3
25745528,3,2
25745535,3,3
25748666,3,3
25750096,3,3
25751970,3,2
25752205,3,3
25753394,3,3
25755213,3,3
25755350,3,3
25755701,3,3
25756166,3,3
25757446,3,3
25759990,3,3
25762129,3,3
25770964,3,3
25771558,3,3
25773262,3,3
25773279,3,3
25773996,3,3
25774184,3,2
25776577,3,3
25776652,3,3
25778793,3,3
25778854,3,3
25802023,3,3
25802801,3,3
25811278,3,3
25811971,3,3
25812732,3,3
25812749,3,2
25814675,3,3
25814866,3,3
25820041,3,3
25844870,3,2
25847963,3,3
25851694,3,3
25858501,3,3
25858532,3,3
25858648,3,3
25858662,3,3
25909135,3,3
25915310,3,3
25915495,3,3
25915570,3,2
25917093,3,1
25921243,3,3
25933758,3,3
25934328,3,3
25936308,3,3
25936896,3,3
25936971,3,2
25952018,3,1
25955040,3,3
25955101,3,3
25955200,3,3
25958058,3,3
25958553,3,3
25958584,3,3
25959161,3,3
25959192,3,3
25959284,3,3
25960891,3,3
25962413,3,3
25964608,3,3
25964646,3,3
25968842,3,3
25968989,3,3
25971934,3,3
25980288,3,2
25983647,3,3
25992762,3,3
25999068,3,3
25999488,3,3
26000787,3,3
26000794,3,3
26012896,3,3
26021249,3,3
26021461,3,3
26046129,3,3
26052083,3,3
26052168,3,3
26052243,3,3
26055480,3,2
26056579,3,3
26061863,3,3
26069586,3,3
26069654,3,3
26070209,3,3
26071718,3,3
26074344,3,3
26074917,3,3
26074962,3,3
26075204,3,3
26075266,3,3
26075396,3,3
26075518,3,3
26075617,3,3
26075648,3,3
26118031,3,3
26129730,3,3
26147345,3,3
26247724,3,2
26251103,3,3
26253336,3,3
26253367,3,3
26254524,3,3
26257778,3,2
26266732,3,3
26277332,3,3
26297675,3,3
26328157,3,2
26338316,3,3
26338927,3,3
26348032,3,3
26349084,3,3
26350554,3,3
26351551,3,3
26351728,3,3
26357072,3,3
26360997,3,2
26361017,3,3
26367392,3,3
26368108,3,1
26375250,3,3
26376769,3,1
26388892,3,3
26405636,3,3
26406954,3,3
26407098,3,3
26427164,3,3
26427201,3,2
26430355,3,3
26432823,3,3
26432847,3,3
26435930,3,3
26442761,3,3
26443461,3,2
26443546,3,3
26475585,3,2
26476759,3,3
26477992,3,3
26478609,3,3
26478678,3,3
26501352,3,3
26505404,3,3
26505619,3,3
26506289,3,3
26510774,3,3
26511641,3,3
26511726,3,3
26516639,3,3
26526058,3,3
26553801,3,3
26559339,3,3
26562551,3,3
26563596,3,3
26569444,3,2
26569512,3,3
26569550,3,3
26585505,3,3
26586588,3,3
26590172,3,3
26591803,3,3
26607221,3,2
26624495,3,3
26627199,3,3
26627205,3,3
26637396,3,3
26666143,3,3
26666280,3,3
26667096,3,3
26667461,3,3
26668024,3,3
26668055,3,3
26673912,3,2
26678405,3,3
26680354,3,3
26681795,3,3
26690087,3,2
26714868,3,3
26715919,3,3
26773537,3,3
26779089,3,3
26781020,3,3
26784755,3,3
26807140,3,3
26823980,3,3
26824048,3,3
26827841,3,3
26830865,3,3
26832623,3,1
26832715,3,3
26833217,3,3
26834924,3,3
26836591,3,3
26836690,3,3
26837451,3,3
26842745,3,3
26842899,3,3
26843933,3,2
26844558,3,3
26850627,3,1
26850641,3,1
26856193,3,3
26860084,3,3
26864792,3,3
26868431,3,3
26869391,3,3
26870069,3,3
26870076,3,2
26870830,3,2
26870915,3,1
26934983,3,3
26937571,3,2
26945781,3,3
26952413,3,3
26997490,3,3
27008874,3,3
27013656,3,2
27057506,3,2
27062548,3,3
27066164,3,3
27066362,3,3
27074480,3,3
27124932,3,3
27129302,3,3
27133422,3,3
27154236,3,3
27154397,3,3
27163290,3,3
27169018,3,3
27190012,3,2
27192375,3,2
27197875,3,3
27203385,3,3
27219652,3,3
27221952,3,3
27222836,3,3
27223109,3,3
27224090,3,2
27224205,3,3
27226407,3,3
27235799,3,3
27238325,3,3
27238400,3,3
27239940,3,3
27251362,3,3
27254646,3,3
27255360,3,3
27259290,3,3
27274019,3,3
27274101,3,3
27442531,3,3
27442913,3,3
27511749,3,3
27511893,3,3
27512494,3,3
27512548,3,3
27512555,3,2
27512630,3,2
27512838,3,3
27513934,3,3
27520406,3,3
27520413,3,3
27522127,3,3
27545973,3,3
27547502,3,3
27547847,3,3
27548332,3,3
27548349,3,3
27552032,3,3
27552100,3,2
27589298,3,3
27589311,3,3
27592359,3,3
27599327,3,2
27599709,3,3
27600023,3,3
27601501,3,3
27611180,3,2
27625170,3,3
27626863,3,3
27627945,3,2
27631065,3,2
27631973,3,3
27642986,3,3
27643051,3,2
27646601,3,3
27651148,3,3
27656242,3,3
27660317,3,3
27666661,3,3
27666883,3,3
27667484,3,3
27667811,3,3
27667972,3,3
27668061,3,2
27668184,3,3
27668696,3,2
27669778,3,3
27670842,3,2
27672433,3,2
27680971,3,3
27684320,3,3
27684481,3,3
27699690,3,2
27711910,3,3
27729557,3,3
27735374,3,2
27736838,3,3
27744031,3,3
27756874,3,3
27756898,3,3
27757055,3,3
27764077,3,3
27775530,3,3
27785232,3,3
27785300,3,3
27785317,3,3
27785546,3,3
27785768,3,2
27788271,3,3
27789698,3,3
27789711,3,3
27791462,3,3
27796665,3,3
27796733,3,3
27796740,3,3
27796863,3,3
27797624,3,3
27801123,3,3
27809754,3,3
27809792,3,3
27811795,3,3
27811801,3,3
27814895,3,3
27841310,3,3
27842171,3,3
27842300,3,3
27842904,3,3
27847657,3,2
27852934,3,3
27852965,3,3
27856208,3,3
27856246,3,3
27856321,3,2
27857496,3,3
27859056,3,3
27859599,3,3
27859872,3,3
27868126,3,3
27868973,3,3
27881873,3,3
27881880,3,3
27882023,3,3
27882061,3,3
27882085,3,3
27883792,3,3
27883808,3,3
27908679,3,3
27909041,3,3
27911723,3,3
27911754,3,3
27914267,3,3
27916605,3,2
27916636,3,3
27917251,3,3
27917268,3,3
27924945,3,3
27943304,3,3
27943984,3,3
27944042,3,3
27944721,3,3
27944899,3,3
27947654,3,3
27951378,3,3
27951439,3,3
27963814,3,3
27964811,3,2
27971727,3,3
27999066,3,3
28017899,3,3
28018100,3,3
28018193,3,3
28023241,3,3
28024361,3,1
28143574,3,3
28143710,3,3
28144199,3,3
28240204,3,3
28243656,3,3
28254454,3,3
28260868,3,3
28267928,3,3
28268185,3,3
28276326,3,2
28288909,3,3
28502012,3,3
28502029,3,3
28505792,3,3
28507475,3,3
28509608,3,3
28509615,3,3
28509738,3,3
28513292,3,3
28587255,3,3
28587422,3,3
28615026,3,3
28684794,3,3
28688020,3,3
28698128,3,3
28724773,3,3
28745020,3,3
28802952,3,3
28836148,3,3
28852605,3,3
28852858,3,3
28853237,3,3
28872085,3,3
28873471,3,3
28876809,3,3
28877011,3,3
28877561,3,3
28887409,3,3
28889328,3,3
28889885,3,3
28890638,3,3
28890676,3,3
28892427,3,3
28893332,3,3
28898832,3,3
28901631,3,3
28909989,3,3
28925606,3,3
28926122,3,3
28926375,3,3
28926658,3,3
28928744,3,3
28929246,3,3
28929390,3,3
28938231,3,3
28941187,3,3
28955863,3,3
28956495,3,2
28978817,3,3
28987765,3,3
28987789,3,3
29013128,3,3
29021444,3,3
29025473,3,3
29029419,3,3
29029440,3,3
29029488,3,3
29029501,3,3
29043453,3,2
29064632,3,3
29064908,3,3
29068289,3,3
29072262,3,3
29076208,3,2
29076246,3,3
29083480,3,3
29090730,3,2
29091867,3,2
29091874,3,3
29129324,3,3
29184019,3,3
29185092,3,2
29185252,3,3
29185771,3,3
29248827,3,3
29253746,3,3
29254057,3,3
29254088,3,3
29254095,3,3
29254101,3,3
29254613,3,3
29254736,3,3
29256006,3,3
29256563,3,2
29272945,3,3
29273454,3,3
29274291,3,3
29294084,3,3
29294107,3,3
29294121,3,3
29294640,3,3
29294657,3,3
29296095,3,3
29296590,3,3
29296620,3,3
29296781,3,3
29298211,3,3
29298815,3,3
29303014,3,3
29303205,3,3
29316168,3,3
29319084,3,3
29319510,3,3
29320233,3,3
29320271,3,3
29320349,3,3
29352043,3,3
29352609,3,3
29354252,3,3
29375189,3,3
29376261,3,3
29389315,3,3
30000591,3,3
30002030,3,3
30003608,3,1
30004889,3,3
30005046,3,3
30005058,3,3
30005065,3,3
30005077,3,3
30005087,3,2
30005267,3,3
30006659,3,2
30006686,3,2
30006692,3,3
30007049,3,3
30008297,3,2
30008380,3,3
30009385,3,2
30009951,3,3
30009954,3,3
30010853,3,3
30010929,3,3
30010931,3,3
30011372,3,2
30015310,3,3
30015311,3,3
30017507,3,3
30017757,3,3
30017758,3,3
30017834,3,3
30018380,3,3
30019349,3,3
30019579,3,3
30020652,3,3
30021020,3,3
30021047,3,2
30021079,3,3
30021119,3,3
30021192,3,2
30021195,3,3
30021207,3,3
30021232,3,3
30021703,3,3
30021706,3,3
30022163,3,3
30022333,3,3
30022334,3,3
30022347,3,3
30022348,3,3
30023919,3,3
30024305,3,3
30025093,3,3
30025421,3,3
30026731,3,3
30026979,3,2
30028165,3,3
30028178,3,3
30028207,3,3
30028217,3,3
30028544,3,3
30028547,3,3
30028594,3,3
30035275,3,3
30037564,3,3
30038164,3,3
30038950,3,3
30038960,3,3
30038971,3,3
30039004,3,3
30039066,3,2
30039132,3,3
30039494,3,3
30039685,3,3
30039710,3,3
30039714,3,3
30039792,3,3
30040145,3,3
30042325,3,2
30042370,3,3
30042394,3,3
30042467,3,3
30042909,3,3
30042940,3,3
30042999,3,3
30043129,3,3
30043521,3,3
30043851,3,3
30043929,3,3
30043965,3,3
30043974,3,3
30043975,3,2
30044346,3,3
30044492,3,3
30044692,3,3
30044780,3,3
30044790,3,2
30051958,3,3
30051991,3,3
30051997,3,3
30052038,3,1
30052089,3,3
30052120,3,3
30052168,3,3
30052487,3,3
30052568,3,3
30052831,3,3
30053067,3,3
30053280,3,3
30053295,3,3
30055385,3,3
30055445,3,3
30055489,3,3
30055579,3,3
30055582,3,3
30055583,3,3
30055777,3,3
30056088,3,3
30056094,3,3
30056276,3,3
30056377,3,3
30056399,3,3
30056407,3,3
30056524,3,3
30056533,3,3
30056535,3,3
30056583,3,3
30056604,3,3
30056727,3,3
30056731,3,3
30063526,3,3
30063657,3,2
30064259,3,3
30064773,3,3
30064787,3,2
30064830,3,3
30064836,3,3
30065063,3,3
30065296,3,2
30065343,3,3
30065539,3,3
30065689,3,3
30065742,3,3
30065758,3,3
30065873,3,3
30065879,3,3
30065929,3,3
30065949,3,3
30066001,3,3
30066038,3,3
30066100,3,3
30066117,3,3
30066284,3,3
30066360,3,2
30066377,3,3
30066425,3,3
30066432,3,2
30066446,3,3
30066517,3,3
30066699,3,3
30070474,3,3
30070654,3,1
30070664,3,3
30070669,3,3
30070682,3,3
30070710,3,3
30070715,3,3
30070739,3,3
30070806,3,3
30070836,3,3
30070858,3,3
30070874,3,3
30070930,3,3
30070955,3,3
30070976,3,3
30071114,3,3
30071704,3,3
30071812,3,2
30071819,3,3
30071823,3,3
30071824,3,3
30072020,3,3
30072105,3,1
30072143,3,3
30072145,3,3
30072146,3,3
30072423,3,3
30072436,3,3
30072552,3,2
30072751,3,3
30072852,3,3
30072860,3,3
30072869,3,3
30072916,3,3
30072923,3,3
30073240,3,3
30078804,3,3
30078882,3,3
30078966,3,3
30079219,3,3
30079259,3,3
30079792,3,3
30079793,3,3
30080330,3,2
30080379,3,3
30081956,3,3
30082099,3,3
30082104,3,3
30082178,3,3
30082785,3,3
30082787,3,3
30082789,3,3
30083003,3,3
30088008,3,3
30088009,3,3
30088010,3,3
30088011,3,3
30089165,3,3
30090218,3,3
30090551,3,3
30090845,3,3
30091732,3,2
30091796,3,3
30100839,3,3
30100858,3,3
30103540,3,3
30103543,3,3
30103550,3,3
30103735,3,3
30103737,3,3
30104680,3,3
30105647,3,3
30105655,3,3
30105706,3,3
30107702,3,3
30107913,3,2
30107925,3,3
30108430,3,2
30113393,3,3
30113394,3,2
30113505,3,2
30113675,3,3
30115456,3,3
30117265,3,3
30117422,3,3
30118917,3,3
30119778,3,2
30119803,3,3
30120597,3,3
30121650,3,3
30121875,3,3
30123313,3,3
30126822,3,3
30126977,3,3
30127086,3,3
30127098,3,3
30139704,3,3
30139714,3,3
30140127,3,3
30140263,3,3
30140270,3,3
30140505,3,3
30140524,3,3
30140692,3,3
30142909,3,3
30143001,3,3
30144276,3,2
30144328,3,3
30146547,3,3
30157327,3,3
30157487,3,3
30157504,3,3
30160410,3,3
30160958,3,3
30161269,3,3
30161271,3,3
30161546,3,3
30162904,3,2
30162905,3,3
30162940,3,3
30163054,3,3
30163114,3,3
30164604,3,3
30165091,3,3
30165997,3,3
30166015,3,3
30166021,3,2
30166039,3,3
30166045,3,3
30166046,3,3
30166050,3,3
30166368,3,3
30168204,3,2
30168485,3,3
30168824,3,3
30168827,3,3
30168840,3,3
30168843,3,3
30168864,3,3
30168866,3,3
30169631,3,3
30169634,3,3
30169638,3,3
30169685,3,3
30169702,3,3
30169705,3,3
30169735,3,3
30169736,3,3
30169739,3,3
30169740,3,3
30169748,3,3
30169753,3,3
30169759,3,2
30169790,3,3
30170043,3,3
30170077,3,3
30170086,3,3
30170094,3,3
30170133,3,3
30170141,3,3
30170186,3,3
30170195,3,3
30170225,3,3
30170244,3,3
30170268,3,2
30170271,3,3
30170354,3,3
30170362,3,3
30170398,3,3
30170456,3,3
30170491,3,3
30170500,3,3
30170629,3,3
30170633,3,3
30170924,3,3
30170928,3,3
30170944,3,3
30170960,3,2
30170962,3,3
30170970,3,3
30171149,3,3
30171160,3,3
30175727,3,2
30176803,3,3
30177771,3,3
30177847,3,2
30177971,3,3
30178032,3,3
30178074,3,3
30178077,3,3
30178112,3,3
30178123,3,2
30178133,3,3
30178168,3,3
30178232,3,3
30179062,3,3
30179063,3,3
30179642,3,3
30181504,3,3
30182313,3,3
30182329,3,3
30183176,3,3
30184384,3,3
30184428,3,3
30185447,3,3
30212371,3,3
30212696,3,2
30213164,3,3
30213446,3,3
30213485,3,3
30213487,3,3
30213504,3,3
30213508,3,3
30213530,3,3
30213554,3,3
30213635,3,3
30213754,3,3
30214015,3,3
30214330,3,2
30214716,3,3
30216161,3,2
30222418,3,3
30222455,3,3
30222532,3,3
30223634,3,3
30223643,3,2
30223842,3,3
30223855,3,3
30223980,3,3
30224002,3,3
30230386,3,3
30231458,3,2
30231466,3,3
30231486,3,3
30231581,3,3
30231849,3,3
30233339,3,3
30233415,3,2
30234574,3,3
30235213,3,3
30235507,3,3
30235521,3,3
30236228,3,3
30236640,3,3
30236647,3,3
30236669,3,3
30236676,3,3
30236680,3,3
30236775,3,3
30236799,3,3
30237323,3,3
30237474,3,2
30238379,3,3
30238464,3,3
30238651,3,3
30238704,3,2
30239483,3,3
30240503,3,3
30240530,3,3
30240566,3,3
30241780,3,3
30242284,3,3
30242299,3,3
30246037,3,3
30246099,3,3
30262586,3,3
30263057,3,2
30263074,3,3
30263085,3,3
30263102,3,3
30263120,3,3
30263133,3,3
30263229,3,3
30263237,3,3
30263670,3,3
30263877,3,3
30263883,3,3
30264553,3,3
30264563,3,2
30264991,3,3
30266660,3,3
30266663,3,2
30267255,3,3
30267375,3,3
30267394,3,3
30267409,3,3
30267529,3,3
30267534,3,3
30267548,3,3
30267550,3,3
30267573,3,3
30267591,3,3
30267696,3,3
30267768,3,3
30267855,3,3
30268122,3,3
30268173,3,3
30268211,3,3
30268261,3,3
30268629,3,3
30268936,3,2
30269368,3,3
30276442,3,3
30276453,3,3
30276508,3,3
30276891,3,3
30282910,3,3
30282920,3,3
30283625,3,3
30283633,3,3
30283638,3,2
30283830,3,3
30283936,3,3
30284006,3,3
30284080,3,3
30284330,3,3
30284374,3,3
30284378,3,2
30284382,3,3
30284452,3,3
30284539,3,3
30284541,3,3
30284544,3,3
30284566,3,3
30284631,3,3
30284644,3,3
30285521,3,3
30285872,3,3
30285900,3,3
30285963,3,1
30285972,3,3
30286199,3,3
30286210,3,2
30286303,3,3
30286354,3,3
30286355,3,3
30287145,3,3
30287146,3,3
30287157,3,1
30287200,3,3
30287221,3,3
30287308,3,3
30287460,3,3
30287461,3,3
30287468,3,2
30287472,3,3
30287788,3,3
30287791,3,3
30287794,3,3
30287797,3,3
30287831,3,3
30287833,3,3
30288076,3,3
30288223,3,3
30288336,3,3
30288339,3,3
30288359,3,3
30288378,3,3
30288382,3,3
30288442,3,3
30290638,3,3
30290672,3,3
30290678,3,3
30290707,3,3
30290717,3,3
30290750,3,3
30290753,3,3
30291054,3,3
30291078,3,3
30291097,3,3
30291168,3,3
30291214,3,3
30291319,3,2
30291328,3,3
30291397,3,3
30291790,3,1
30291805,3,2
30292063,3,3
30292079,3,3
30292095,3,3
30292183,3,3
30292245,3,3
30292257,3,3
30292270,3,3
30292271,3,3
30292419,3,3
30297712,3,3
30298133,3,3
30299143,3,3
30299324,3,3
30299608,3,3
30299609,3,3
30299685,3,3
30299981,3,3
30299983,3,3
30299987,3,3
30299998,3,2
30300017,3,3
30300711,3,3
30300779,3,3
30300782,3,3
30300783,3,3
30300784,3,3
30300786,3,3
30300795,3,3
30300798,3,3
30300833,3,2
30300925,3,2
30301289,3,3
30301313,3,3
30301314,3,3
30301489,3,3
30301491,3,3
30301513,3,3
30301517,3,3
30301526,3,2
30301527,3,3
30311181,3,2
30311258,3,3
30311429,3,3
30311431,3,3
30311576,3,3
30311803,3,2
30311820,3,3
30311857,3,3
30312384,3,3
30312414,3,3
30312428,3,3
30312444,3,3
30312445,3,3
30312542,3,3
30312554,3,3
30312564,3,3
30312780,3,3
30312802,3,3
30312878,3,3
30312989,3,3
30313003,3,3
30313019,3,3
30313145,3,3
30313383,3,2
30313519,3,3
30313772,3,3
30313773,3,3
30313797,3,3
30313830,3,3
30313924,3,2
30314982,3,3
30316300,3,3
30316310,3,3
30316314,3,3
30316367,3,3
30316429,3,3
30316434,3,3
30322423,3,3
30322569,3,3
30323062,3,3
30323066,3,3
30323086,3,3
30323089,3,3
30323496,3,3
30323611,3,3
30323911,3,3
30324524,3,3
30327812,3,2
30333418,3,3
30333421,3,3
30333801,3,3
30333802,3,3
30334199,3,3
30334237,3,3
30334943,3,3
30335164,3,3
30335506,3,3
30337325,3,3
30337421,3,3
30337643,3,3
30337937,3,3
30337941,3,3
30337945,3,3
30337995,3,3
30338020,3,3
30338499,3,3
30338503,3,3
30350402,3,3
30350473,3,3
30350476,3,2
30350477,3,3
30353154,3,3
30353469,3,3
30353741,3,3
30353744,3,3
30353748,3,3
30354134,3,3
30354151,3,2
30354183,3,3
30354493,3,3
30354517,3,3
30354518,3,3
30354519,3,3
30354540,3,3
30354918,3,3
30354919,3,3
30354922,3,3
30354933,3,3
30354939,3,3
30354940,3,3
30354952,3,3
30354984,3,3
30354992,3,3
30355008,3,3
30355009,3,3
30355028,3,3
30355042,3,3
30355107,3,3
30355132,3,3
30355240,3,2
30355246,3,3
30355251,3,3
30355260,3,3
30355279,3,3
30355310,3,3
30355351,3,3
30355359,3,3
30355369,3,2
30355386,3,2
30355400,3,3
30355667,3,3
30356111,3,3
30357702,3,3
30357928,3,3
30357998,3,3
30358010,3,3
30358614,3,3
30358756,3,3
30358782,3,2
30358783,3,3
30358789,3,3
30358793,3,3
30359626,3,3
30360622,3,3
30360623,3,3
30360645,3,3
30360793,3,3
30360815,3,3
30360836,3,3
30360899,3,3
30361015,3,3
30361024,3,3
30361090,3,3
30361173,3,3
30361283,3,2
30361355,3,3
30361356,3,3
30361486,3,2
30361706,3,3
30361744,3,3
30361760,3,3
30361827,3,3
30361834,3,3
30361846,3,3
30361850,3,3
30361898,3,2
30361908,3,3
30361911,3,3
30361923,3,3
30361936,3,3
30361976,3,2
30361979,3,3
30361992,3,3
30362000,3,3
30362020,3,3
30362037,3,3
30362053,3,3
30362065,3,3
30362067,3,3
30362090,3,3
30362264,3,2
30362267,3,3
30362396,3,3
30362456,3,3
30362530,3,3
30362716,3,2
30362718,3,3
30362878,3,3
30362880,3,3
30362962,3,3
30362964,3,3
30363000,3,3
30363013,3,3
30363354,3,3
30363370,3,3
30363374,3,3
30363521,3,2
30363658,3,3
30363669,3,3
30363674,3,3
30363683,3,3
30363685,3,3
30363701,3,3
30363734,3,3
30363736,3,2
30363738,3,2
30363777,3,3
30363860,3,3
30363878,3,3
30363920,3,3
30364301,3,3
30364305,3,3
30364321,3,2
30364327,3,2
30364352,3,3
30366265,3,3
30366266,3,3
30366273,3,3
30368169,3,3
30368173,3,3
30368181,3,3
30368186,3,2
30368199,3,3
30389827,3,3
30394629,3,3
30395010,3,1
30395018,3,2
30395030,3,3
30396406,3,3
30396699,3,3
30396700,3,3
30397105,3,3
30397129,3,3
30397194,3,2
30397234,3,3
30397477,3,3
30397616,3,3
30406196,3,3
30409104,3,2
30409147,3,3
30409154,3,3
30409156,3,3
30409355,3,3
30409442,3,3
30410296,3,3
30410955,3,3
30411506,3,3
30411690,3,2
30415708,3,3
30419534,3,3
30420027,3,3
30420184,3,3
30422438,3,3
30427584,3,3
30428704,3,3
30428744,3,2
30428824,3,3
30428886,3,3
30433080,3,3
30433143,3,3
30433240,3,3
30433333,3,3
30434628,3,3
30435403,3,2
30435534,3,3
30436119,3,3
30437233,3,3
30437239,3,3
30437271,3,3
30437847,3,3
30437887,3,3
30438297,3,3
30438325,3,3
30438779,3,3
30440128,3,3
30441653,3,3
30441675,3,2
30441862,3,3
30441863,3,3
30442010,3,3
30443204,3,3
30443642,3,3
30452123,3,2
30452285,3,3
30453995,3,3
30456234,3,3
30456243,3,3
30456262,3,2
30456365,3,3
30456387,3,3
30456756,3,3
30457654,3,2
30457687,3,3
30457702,3,3
30457919,3,3
30457941,3,3
30457984,3,3
30458048,3,3
30458260,3,3
30458326,3,1
30458469,3,3
30458656,3,3
30458884,3,3
30459141,3,3
30459158,3,3
30459342,3,3
30460035,3,3
30460036,3,3
30460102,3,3
30460103,3,3
30460434,3,3
30460520,3,3
30461056,3,3
30461176,3,3
30522047,3,3
30522070,3,3
30522073,3,3
30522157,3,3
30522456,3,3
30522458,3,3
30522473,3,3
30522544,3,2
30523032,3,3
30523035,3,3
30523172,3,3
30523380,3,2
30523539,3,3
30523864,3,3
30523883,3,3
30524029,3,3
30524058,3,3
30524068,3,2
30524145,3,3
30524161,3,3
30524168,3,2
30524172,3,2
30524189,3,3
30524194,3,2
30524196,3,3
30524232,3,3
30539439,3,3
30539440,3,3
30539498,3,3
30539715,3,3
30539771,3,2
30539851,3,3
30540637,3,2
30540802,3,1
30541204,3,3
30541310,3,3
30542239,3,1
30542407,3,3
30543787,3,3
30544725,3,3
30544979,3,2
30545424,3,3
30545438,3,3
30545570,3,3
30547969,3,3
30553803,3,3
30553835,3,3
30567071,3,3
30567210,3,3
30567511,3,3
30567797,3,2
30567804,3,3
30568366,3,2
30578540,3,3
30809414,3,3
30809417,3,3
30809424,3,3
30809585,3,3
30810586,3,3
30810697,3,3
30815189,3,3
30815203,3,2
30816695,3,2
30821088,3,3
30821130,3,3
30821739,3,3
30822172,3,3
30825143,3,3
30829697,3,3
30829700,3,3
30862649,3,3
30862666,3,3
30862671,3,3
30863616,3,3
30863621,3,3
30871108,3,3
30880763,3,3
30881924,3,3
30882369,3,3
30884023,3,3
30884103,3,3
30893962,3,2
30901037,3,3
30903785,3,3
30924712,3,1
30948724,3,1
95000085,3,1
95068971,3,2
95073669,3,3
95074269,3,1
95076306,3,3
95088151,3,3
95088306,3,2
95088415,3,3
95088416,3,2
95088431,3,3
95088484,3,2
95088492,3,1
95088534,3,3
95088560,3,2
20015206,2,2
20016470,2,2
20016487,2,2
20016494,2,2
20018405,2,2
20020897,2,2
20021788,2,2
20022204,2,2
20023133,2,2
20026592,2,2
20211967,2,2
20215064,2,2
20215736,2,2
20215835,2,2
20216368,2,2
20216375,2,2
20220839,2,2
20221027,2,2
20222277,2,1
20222284,2,2
20222307,2,2
20222543,2,2
20224059,2,2
20239480,2,2
20243395,2,2
20256425,2,2
20256845,2,2
20261139,2,2
20261610,2,2
20264888,2,2
20265977,2,2
20267452,2,2
20267575,2,2
20268442,2,2
20268725,2,2
20281816,2,2
20290504,2,1
20294793,2,2
20294816,2,2
20418823,2,2
20482480,2,2
20488932,2,2
20489113,2,2
20489168,2,2
20489335,2,2
20489359,2,2
20489410,2,2
20493578,2,2
20494353,2,2
20536824,2,2
20554293,2,1
20611835,2,2
20646691,2,2
20648213,2,2
20659059,2,2
20659714,2,2
20660048,2,1
20660451,2,2
20662325,2,2
20662332,2,2
20662349,2,2
20662684,2,2
20662691,2,2
20689155,2,2
20784829,2,2
20792794,2,2
20801854,2,2
20802509,2,2
20802653,2,2
20802837,2,2
20816933,2,2
20820527,2,2
20832926,2,2
20851583,2,2
20851606,2,2
20851644,2,2
20851743,2,2
20851958,2,2
20858964,2,2
20859251,2,2
20869694,2,2
20869762,2,2
20882327,2,2
20889999,2,2
20892296,2,1
20894436,2,2
20919849,2,2
20920296,2,2
20921286,2,2
20924829,2,1
20931926,2,2
20933852,2,2
20934521,2,2
20934675,2,2
20934866,2,2
20969141,2,2
20979539,2,2
20981006,2,2
20995874,2,2
21004292,2,2
21008290,2,1
21014635,2,2
21014697,2,2
21015526,2,2
21038839,2,2
21038853,2,2
21104619,2,2
21115349,2,2
21115691,2,1
21131288,2,2
21131554,2,2
21156465,2,2
21170218,2,2
21180033,2,2
21187995,2,2
21188046,2,1
21188169,2,2
21188213,2,2
21188220,2,1
21188329,2,2
21188350,2,2
21188732,2,2
21188756,2,2
21189005,2,2
21189111,2,1
21189135,2,2
21189388,2,2
21189524,2,2
21189685,2,1
21191305,2,2
21192395,2,2
21192753,2,2
21192791,2,2
21194504,2,2
21198335,2,2
21198465,2,2
21201530,2,2
21201554,2,2
21201622,2,2
21207914,2,2
21208614,2,2
21208690,2,2
21209475,2,1
21215148,2,2
21216800,2,2
21219436,2,1
21227400,2,2
21231537,2,2
21233029,2,2
21242977,2,2
21249679,2,2
21249808,2,2
21249853,2,2
21249877,2,2
21252501,2,2
21287374,2,2
21287398,2,2
21288661,2,1
21295980,2,2
